timestamp,Vroll,Vpitch,Vyaw,Proll,Ppitch,Pyaw,Pthrottle,x,y,z,Dx,Dy,Dz,Mroll,Mpitch,Myaw,Mode,Croll,Cpitch,Cyaw,Cthrottle,slx,sly,slz,slr,slp,sly,vel_x,vel_fx,vel_y,vel_fy,vel_z,vel_fz,NNslX,NNslY
1479902181.811586,0.4,0.2,232.0,1500.0,1500.0,1500.0,1000.0,-0.053811,-0.133978,0.072927,0.0,0.0,1.8,0.032508,0.094659,-0.060397,0.0,1500,1500,1500,1000,-0.05847,0.696445,0.041071,0.000695,0.482227,-0.005637,-0.0005999999999999062,-0.00011355708764965893,0.002799999999997249,-0.00017630662039531714,-0.00019999999999881224,0.0004210005012060179,1.1044252783338135,0.68168413652456994
1479902181.821499,0.4,0.2,232.0,1500.0,1500.0,1500.0,1000.0,-0.053802,-0.133982,0.072929,0.0,0.0,1.8,0.033008,0.09441,-0.060474,0.0,1500,1500,1500,1000,-0.058476,0.696443,0.041065,0.000727,0.482129,-0.006032,0.0008999999999995123,8.915432988017532e-05,-0.0003999999999976245,-0.00022104529631577862,0.00019999999999881224,0.0003768004009645768,1.1044235913590112,0.68168185013443239
1479902181.831495,0.4,0.2,232.0,1500.0,1500.0,1500.0,1000.0,-0.05381,-0.133978,0.072914,0.0,0.0,1.8,0.03442,0.093257,-0.060283,0.0,1500,1500,1500,1000,-0.0585,0.696487,0.041015,0.002142,0.48069,-0.006695,-0.0007999999999994123,-8.86765360957422e-05,0.0003999999999976245,-9.683623705309801e-05,-0.0014999999999987246,1.440320771916529e-06,1.1044232466055126,0.68168676316522026
1479902181.841531,0.4,0.2,232.0,1500.0,1500.0,1500.0,1000.0,-0.053831,-0.133964,0.072854,0.0,0.0,1.8,0.031401,0.093015,-0.060405,0.0,1500,1500,1500,1000,-0.058472,0.69645,0.041074,0.000826,0.482407,-0.006205,-0.0021000000000000185,-0.0004909412288765975,0.0014000000000014001,0.00020253101035780163,-0.006000000000000449,-0.0011988477433825565,1.1044190992949265,0.68170444693475529
1479902181.851503,0.4,0.2,233.0,1500.0,1500.0,1500.0,1000.0,-0.053826,-0.133947,0.072848,0.0,0.0,1.8,0.033319,0.092065,-0.059897,0.0,1500,1500,1500,1000,-0.05847,0.696438,0.041054,0.001329,0.482219,-0.006003,0.0004999999999998062,-0.0002927529831013168,0.0016999999999989246,0.0005020248082860262,-0.0006000000000006,-0.0010790781947061653,1.1047968317586532,0.68061764672081426
1479902181.861643,0.4,0.2,233.0,1500.0,1500.0,1500.0,1000.0,-0.053836,-0.133947,0.072774,0.0,0.0,1.8,0.031704,0.093139,-0.060376,0.0,1500,1500,1500,1000,-0.058462,0.696432,0.041066,0.000556,0.482259,-0.006453,-0.0010000000000003062,-0.00043420238648111465,0.0,0.00040161984662882096,-0.007399999999999074,-0.002343262555764747,1.1047896192003708,0.6806350914808692
1479902181.871518,0.4,0.2,233.0,1500.0,1500.0,1500.0,1000.0,-0.053821,-0.133938,0.072863,0.0,0.0,1.8,0.031965,0.094074,-0.060508,0.0,1500,1500,1500,1000,-0.058471,0.69644,0.041068,0.000698,0.481681,-0.006465,0.0015000000000001124,-4.736190918486926e-05,0.0009000000000009001,0.0005012958773032368,0.008899999999999186,-9.461004461196057e-05,1.1047962935138151,0.68061456586996183
1479902181.881513,0.4,0.2,233.0,1500.0,1500.0,1500.0,1000.0,-0.053814,-0.133982,0.072936,0.0,0.0,1.8,0.032942,0.094039,-0.060617,0.0,1500,1500,1500,1000,-0.058466,0.696438,0.041057,0.000356,0.482513,-0.006314,0.0007000000000000062,0.0001021104726521058,-0.004399999999998849,-0.0004789632981571805,0.007300000000000362,0.001384311964310504,1.1048099687189137,0.68059326902463246
1479902181.891424,0.4,0.2,233.0,1500.0,1500.0,1500.0,1000.0,-0.053802,-0.133975,0.072891,0.0,0.0,1.8,0.031355,0.093365,-0.060293,0.0,1500,1500,1500,1000,-0.058468,0.696444,0.041059,0.000507,0.482297,-0.006176,0.0011999999999998123,0.00032168837812164715,0.0006999999999979245,-0.00024317063852615948,-0.004500000000000337,0.00020744957144833566,1.1047996779106251,0.6806017139933358
1479902181.901503,0.4,0.2,233.0,1500.0,1500.0,1500.0,1000.0,-0.053829,-0.133925,0.07287,0.0,0.0,1.8,0.034365,0.093413,-0.060227,0.0,1500,1500,1500,1000,-0.058483,0.69645,0.041059,0.000935,0.482134,-0.006326,-0.0026999999999999247,-0.0002826492975026673,0.005000000000002225,0.0008054634891795176,-0.0020999999999993246,-0.00025404034284119643,1.104797738282087,0.68061568678103135
